file,ratio_low,ratio_mid,ratio_high,rolloff95_Hz,SFM_0_2k,HNR_dB,SNR_est_dB
voice_040,0.932232038529996,0.0543745983544408,0.0133933631155578,1207.03125,0.115042166001135,11.6816610215194,6.73662309222721
voice_050,0.873969076665046,0.125999731426827,3.11919081135682e-05,1429.6875,0.156149771305943,9.74871217206529,12.94305462951
